Timestamp,latitude,longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition
2024-03-01 00:00:00,40.8422752928918,-73.7031486932305,205,49.8934347961033,82.6527799285086,Yellow,Clear,0,-0.609199090068938,2,45,450.760055069518,19.5743365296004,High
2024-03-01 00:05:00,40.8311193987152,-73.9873540904415,202,22.3839648700879,45.8292978027015,Green,Clear,0,0.965442369948869,16,1,321.800340516887,5.38555351219373,High
2024-03-01 00:10:00,40.8195487639233,-73.7324618583128,252,46.8896994393349,82.7724648026983,Green,Rain,0,0.289660315828399,16,49,231.152654804229,10.2774774864199,High
2024-03-01 00:15:00,40.7258488792157,-73.9801341131588,37,5.73053642288215,37.6955674398089,Red,Fog,0,-0.271964738191339,66,10,410.384292109888,29.2432794499603,High
2024-03-01 00:20:00,40.8132646776962,-73.961630543585,64,61.3480343557019,22.313357949838,Red,Snow,0,-0.797605617119995,3,5,364.466341687568,16.8014587611498,Low
2024-03-01 00:25:00,40.6411117465945,-73.8250953356538,125,9.15074562077742,72.7999034346882,Green,Clear,0,-0.594636325843767,78,27,349.045307534128,29.8058419383302,High
2024-03-01 00:30:00,40.7971386028558,-73.7974449432339,125,9.16277428631718,34.1820180127416,Green,Snow,0,0.544283848679232,21,42,363.745930989891,18.89057867552,High
2024-03-01 00:35:00,40.8123620155232,-73.8017512522438,130,40.9936223960314,40.4279323193724,Yellow,Clear,0,0.744057888696503,92,22,82.1908147728839,12.1175731347035,Medium
2024-03-01 00:40:00,40.7170062779853,-73.7895623669015,67,73.905336844032,80.6073746918232,Green,Clear,0,-0.439931004524455,27,4,477.232419955347,17.2236789826471,High
2024-03-01 00:45:00,40.8723643772642,-73.7402099966882,12,65.5355916549598,47.1149567461431,Green,Fog,0,0.566600695785018,28,8,56.8654035617673,13.0447429068343,Low
2024-03-01 00:50:00,40.7224954899477,-73.8302119341356,117,60.4813771840508,56.0017384492705,Green,Fog,0,0.666465707186547,77,39,295.905084129086,18.446978633014,Medium
2024-03-01 00:55:00,40.7935337627033,-73.9838090607566,12,38.7398742951666,69.6531633061623,Green,Fog,0,0.714162383687385,14,2,179.555880515295,22.226653546783,Medium
2024-03-01 01:00:00,40.8947442679625,-73.7420104278996,97,61.9479246823158,17.3282112528789,Red,Fog,0,-0.416029530056613,70,12,157.005813135712,7.22627836069266,Low
2024-03-01 01:05:00,40.828528248605,-73.740942038757,265,64.42220656037,94.9745876274356,Yellow,Rain,0,-0.509843380609708,72,24,323.525025284963,16.8082875142573,High
2024-03-01 01:10:00,40.6499631350678,-73.9660180307417,187,24.4358956900081,47.4892218575259,Red,Snow,0,0.362368387827623,83,36,351.410216996325,7.26429139657631,Medium
2024-03-01 01:15:00,40.8462030517572,-73.8822499008054,139,21.6730231105259,45.8570877412829,Red,Clear,0,0.731100406479631,25,8,421.738167416602,7.12983667274067,Medium
2024-03-01 01:20:00,40.7353309320859,-73.928475044585,298,39.8146802697647,73.0033476502656,Green,Snow,0,0.302029312795728,34,39,108.974781327346,20.3000367491948,High
2024-03-01 01:25:00,40.652881362011,-73.8414922273938,168,71.1727001356533,90.3311355095128,Red,Snow,0,-0.187133368605893,33,6,122.327946991541,29.5513700010696,High
2024-03-01 01:30:00,40.7555308465491,-73.8088449692951,188,50.2235893582926,85.222064711308,Yellow,Rain,0,-0.770141817768883,35,47,391.910442886242,11.8229783038384,High
2024-03-01 01:35:00,40.7254050494483,-73.9803296102594,176,19.5163629884503,89.3851598728737,Green,Snow,0,0.386515377900239,80,10,106.870108069073,18.4426894864887,High
2024-03-01 01:40:00,40.7620420459279,-73.7941357636653,38,60.8168431201282,48.5543592082827,Red,Clear,0,0.215513476254949,25,39,182.076586094051,18.1880523843044,Low
2024-03-01 01:45:00,40.8682167042025,-73.9707946470616,113,36.0985948163214,82.0499025515949,Green,Clear,0,-0.765305119237165,32,7,470.334926924329,8.30464010019171,High
2024-03-01 01:50:00,40.7635377397794,-73.7421883918768,56,57.3845432216617,24.7640001881262,Green,Rain,0,-0.889188305135183,35,34,263.275989287348,20.7187231096621,Low
2024-03-01 01:55:00,40.8660811649023,-73.9623042710289,114,79.99755567865,25.0206151179072,Yellow,Rain,0,0.552604021206045,95,10,192.109916705972,7.23279142118737,Medium
2024-03-01 02:00:00,40.8698281322053,-73.81569064335,17,71.0914721757296,78.9519716344671,Yellow,Clear,0,0.190827749264652,91,2,234.096355503895,20.2469672859234,Medium
2024-03-01 02:05:00,40.6317393406361,-73.8026500783346,80,47.4960585931666,63.0544909237222,Red,Clear,0,-0.559157010729634,42,27,351.997057401899,16.222708241506,Medium
2024-03-01 02:10:00,40.8274719287886,-73.7307579975142,231,26.9155953008796,24.626412564183,Yellow,Snow,0,-0.248171215571301,90,37,377.446686812763,29.4709997449772,High
2024-03-01 02:15:00,40.7910428114216,-73.9725966301688,175,74.6052320629822,92.46344883603,Red,Clear,0,-0.0133839386493355,68,21,101.386114549327,9.82328279363854,High
2024-03-01 02:20:00,40.6582055855409,-73.7605894734421,188,15.5671484699307,54.7798032106917,Green,Fog,0,0.252697210217995,33,48,369.760345466439,28.7328981629543,High
2024-03-01 02:25:00,40.6739340764725,-73.9089390909895,167,48.5824888993259,39.1200234693302,Green,Snow,0,0.787989238935436,79,23,300.347190052519,17.9719272082226,Medium
2024-03-01 02:30:00,40.8945176016562,-73.7976876280879,91,77.6258624047128,39.7248796028373,Yellow,Snow,0,6.6979644495202E-06,71,13,242.871917472098,15.7043317249069,Low
2024-03-01 02:35:00,40.7371967351669,-73.9042971508117,232,31.1786737813935,92.0603003334488,Green,Fog,0,-0.252548277407646,92,26,442.589099799931,29.0621427234131,High
2024-03-01 02:40:00,40.7133965111198,-73.852008955364,218,54.0790028840069,52.495885737852,Red,Fog,0,-0.650126829923174,71,7,179.648281352528,5.92647407009892,High
2024-03-01 02:45:00,40.6874729675187,-73.9956266025246,178,45.1138083631014,40.9820538165407,Red,Clear,0,0.497610068798099,87,8,103.793477880901,22.5100571333724,Medium
2024-03-01 02:50:00,40.6593401231701,-73.9422839477534,184,55.8829304120089,39.0475133074695,Yellow,Fog,0,-0.536062208046297,80,1,151.104628463241,27.4271904211456,Medium
2024-03-01 02:55:00,40.6904737391296,-73.9728013860787,57,78.3466084472282,10.343836706851,Red,Rain,1,0.386952719691428,65,34,427.393368508377,11.7451376881781,High
2024-03-01 03:00:00,40.8773613017869,-73.7296008503834,52,72.674213561901,82.6339070351148,Green,Rain,0,0.709341100601919,40,48,131.180733334541,21.2974981444524,High
2024-03-01 03:05:00,40.8297832789215,-73.8114801044496,167,25.9724240490963,73.0927863433374,Green,Fog,0,-0.576236484820696,73,11,362.170108285506,14.6428458864145,Medium
2024-03-01 03:10:00,40.6099311203678,-73.9091450736743,197,75.0496446590814,80.5763622291948,Green,Rain,0,0.0713651323289302,17,33,144.469010052026,6.46779425863859,High
2024-03-01 03:15:00,40.7659681193328,-73.9510657177867,120,28.4542806836903,88.9162585449344,Red,Rain,1,-0.12026269994859,73,41,388.632801599548,17.3147075249431,High
2024-03-01 03:20:00,40.721403969493,-73.8216545314559,100,27.5204732653235,65.0461003723046,Red,Fog,0,-0.446990048025184,3,25,72.3161369812984,16.9482763431605,Medium
2024-03-01 03:25:00,40.6900854463809,-73.8353090375385,287,52.8608734800898,36.1342632481215,Green,Rain,0,-0.545068224843671,90,25,100.608845053566,21.2274863924594,High
